"Pessoas;Temperatura"
"1;22,4393438"
"3;16,30419725"
"3;24,61834553"
"3;20,53833014"
"5;21,83088392"
"6;10,84802358"
"6;19,62528902"
"6;28,43277788"
"7;13,63712904"
"8;16,75539146"
"8;20,28605028"
"9;14,37843674"
"9;12,9301081"
"9;13,70780713"
"9;13,09103691"
"9;13,49361779"
"10;24,07205194"
"10;15,56433795"
"10;26,63432824"
"10;27,59226416"
"10;19,16332201"
"10;26,68214848"
"11;9,295979536"
"Pessoas;Temperatura"
"11;13,42872036"
"11;16,98368126"
"11;10,21182846"
"11;12,20501642"
"11;14,42880798"
"12;27,15392133"
"12;12,84723751"
"12;23,4158638"
"12;15,49816945"
"12;27,00025855"
"12;14,24945577"
"13;18,46467511"
"13;13,27844025"
"13;7,38666146"
"13;27,30030391"
"13;10,77290283"
"14;19,21496104"
"14;17,67688098"
"14;22,33072026"
"14;23,6274631"
"14;20,30240407"
"14;12,3004326"
"15;26,32198153"
"Pessoas;Temperatura"
"15;9,703313583"
"15;12,39295188"
"15;13,76712661"
"15;25,78249398"
"15;23,92918848"
"15;21,28139047"
"15;23,57819599"
"16;13,28153362"
"16;28,30246315"
"16;14,65807578"
"16;16,86132887"
"17;15,31291135"
"17;11,91717975"
"17;11,92110802"
"17;14,04227263"
"17;16,73313068"
"17;9,195946996"
"18;7,949972632"
"18;10,56994565"
"18;10,21101999"
"18;19,88741536"
"19;13,72383854"
"19;11,40270802"
"Pessoas;Temperatura"
"19;8,118841748"
"20;14,84622571"
"21;8,872678777"
"22;15,06503016"
"22;9,012658456"
"24;25,90761441"
"24;17,02803434"
